"id","place","HadExam","Age","Sex","Jobstt","height","weight","BMI","HealthIns","Wsttime","Wstmon","Lessbelqual","NotImp","Tangibles","Empathy","SuitFreq","SuffInfo","AttractInfo","ImpressInfo","PopularInfo"
"m00471","hanoi",0,27,"female","stable",160,43,16.796875,"no","yes","no","no","no",5,5,"6m",2,2,4,2
"m00472","hanoi",0,31,"male","stable",160,64,25,"yes","no","no","no","yes",4,3,"6m",1,1,1,1
"m00473","hanoi",1,23,"female","stable",162,50,19.05197378,"yes","no","no","no","no",5,5,"6m",4,4,3,2
"m00474","hanoi",1,28,"female","stable",155,52,21.64412071,"yes","no","no","no","no",5,3,"6m",1,1,1,1
"m00475","hanoi",0,27,"female","stable",160,56,21.875,"yes","yes","no","no","yes",5,5,"12m",2,2,3,2
"m00476","hanoi",0,22,"male","student",170,52,17.99307958,"no","yes","no","yes","yes",5,5,"6m",1,1,1,1
"m00477","hanoi",0,28,"female","stable",160,45,17.578125,"yes","no","no","no","yes",5,5,"6m",1,1,1,1
"m00478","hanoi",0,39,"female","stable",145,43,20.45184304,"no","no","no","no","no",5,5,"6m",2,2,3,2
"m00479","hanoi",0,22,"female","student",162,46,17.52781588,"yes","no","no","no","no",5,5,"12m",2,2,2,2
"m00480","hanoi",1,21,"female","student",160,65,25.390625,"yes","no","no","no","no",5,5,"6m",3,3,3,3
"m00481","hanoi",1,27,"female","stable",160,60,23.4375,"yes","yes","no","yes","no",3,2,"6m",2,3,4,2
"m00482","hanoi",0,21,"female","student",161,44,16.97465376,"yes","no","no","no","yes",5,5,"6m",1,1,1,1
"m00483","hanoi",1,25,"female","stable",166,54,19.59645812,"no","no","no","no","no",4,3,"6m",3,2,3,2
"m00484","hanoi",1,39,"male","stable",165,64,23.50780533,"yes","yes","no","no","no",5,5,"6m",3,4,4,2
"m00485","hanoi",0,35,"female","other",152,50,21.64127424,"yes","no","no","no","yes",5,5,"6m",2,2,4,2
"m00486","hanoi",0,25,"female","stable",159,45,17.7999288,"yes","yes","no","no","yes",4,4,"6m",2,2,2,2
"m00487","hanoi",0,28,"female","stable",161,49,18.90359168,"yes","yes","no","no","yes",4,4,"12m",3,3,3,3
"m00488","hanoi",1,28,"female","stable",152,50,21.64127424,"yes","no","no","no","no",5,5,"6m",3,3,3,3
"m00489","hanoi",1,36,"female","stable",167,61,21.87242282,"no","no","no","no","no",3,3,"12m",5,5,5,5
"m00490","hanoi",1,28,"female","stable",160,48,18.75,"yes","no","no","no","no",4,4,"6m",2,1,2,1
"m00491","hanoi",1,52,"female","stable",155,52,21.64412071,"yes","yes","no","yes","no",5,5,"6m",3,3,3,3
"m00492","hanoi",1,28,"female","stable",155,47,19.56295525,"yes","no","no","no","yes",4,4,"6m",2,2,2,2
"m00493","hanoi",1,30,"female","stable",160,57,22.265625,"yes","no","no","no","no",3,3,"12m",2,2,2,2
"m00494","hanoi",1,34,"female","stable",153,58,24.77679525,"yes","no","no","no","no",3.5,3.5,"6m",2,2,2,2
"m00495","hanoi",1,33,"female","other",156,49,20.13477975,"yes","yes","no","no","no",4,4,"6m",3,2,3,2
"m00496","hanoi",1,35,"female","stable",156,59,24.24391847,"yes","no","no","no","no",5,5,"6m",2,2,3,2
"m00497","hanoi",1,39,"female","housewife",165,58,21.30394858,"no","yes","no","no","no",4,3,"12m",2,2,2,2
"m00498","hanoi",1,35,"female","stable",153,56,23.922423,"yes","no","no","no","no",5,5,"6m",4,4,4,4
"m00499","haiduong",1,29,"female","stable",156,46,18.90203813,"yes","yes","no","no","no",4,4,"6m",3,2,2,3
"m00500","hanoi",1,33,"female","other",155,48,19.97918835,"yes","no","no","no","no",4,4,"6m",3,3,3,2
"m00501","hanoi",1,27,"male","stable",177,70,22.34351559,"yes","no","no","no","no",5,5,"12m",1,1,1,1
"m00502","hanoi",1,30,"female","stable",156,58.5,24.03846154,"yes","yes","no","no","no",5,5,"6m",5,5,5,5
"m00503","hanoi",1,30,"female","stable",150,50,22.22222222,"no","no","no","no","no",5,5,"6m",2,1,2,2
"m00504","hanoi",1,24,"female","stable",160,62,24.21875,"yes","no","no","no","no",5,5,"6m",1,1,1,1
"m00505","hanoi",1,26,"female","stable",156,63,25.88757396,"yes","yes","no","no","no",5,5,"6m",2,2,2,2
"m00506","hanoi",1,44,"male","other",174,72,23.78121284,"no","no","no","no","no",4,3,"6m",2,2,2,2
"m00507","haiduong",1,56,"female","retirer",150,55,24.44444444,"no","no","no","no","no",5,5,"6m",1,1,1,1
"m00508","hanoi",0,44,"female","other",150,45,20,"yes","yes","no","no","no",5,5,"6m",4,4,4,4
"m00509","hanoi",1,30,"female","stable",155,44,18.31425598,"yes","yes","no","no","no",5,4,"12m",3,3,3,3
"m00510","hanoi",1,30,"female","stable",160,46,17.96875,"yes","yes","no","no","no",4,4,"6m",3,3,3,3
"m00511","hanoi",0,26,"male","stable",177,66,21.06674327,"yes","yes","no","no","no",3,3,"6m",4,4,4,3
"m00512","hanoi",1,29,"male","stable",175,75,24.48979592,"yes","no","no","no","no",4,2,"6m",2,2,2,2
"m00513","hanoi",1,25,"female","stable",156,50,20.54569362,"yes","yes","no","yes","yes",4,3,"6m",1,1,2,1
"m00514","hanoi",1,27,"male","stable",167,61,21.87242282,"yes","no","no","no","no",4,4,"6m",1,1,1,1
"m00515","hanoi",1,32,"female","stable",160,56,21.875,"yes","no","no","no","no",5,5,"6m",1,1,1,1
"m00516","hanoi",0,26,"male","stable",170,57,19.72318339,"no","yes","no","no","no",5,5,"12m",1,1,1,1
"m00517","hanoi",0,20,"female","student",159,50,19.77769867,"yes","no","no","no","no",5,5,"g18m",1,1,1,1
"m00518","hanoi",1,56,"female","retirer",156,54,22.18934911,"yes","yes","no","yes","no",3,4,"12m",3,3,3,3
"m00519","hanoi",1,33,"female","stable",160,49,19.140625,"yes","no","no","no","no",5,5,"12m",4,3,3,2
"m00520","hanoi",0,26,"female","stable",160,60,23.4375,"yes","no","no","no","no",3,5,"12m",2,3,3,3
"m00521","hanoi",0,26,"female","stable",160,48,18.75,"yes","yes","yes","yes","yes",4,3,"12m",3,4,4,3
"m00522","hanoi",1,24,"female","other",162,50,19.05197378,"no","no","no","no","no",4,5,"6m",5,5,5,5
"m00523","hanoi",1,36,"male","other",160,50,19.53125,"no","no","no","no","no",3,3,"6m",3,3,3,4
"m00524","hanoi",0,28,"female","other",153,50,21.35930625,"yes","yes","no","no","no",5,5,"12m",4,4,4,4
"m00525","hanoi",1,34,"female","stable",156,53,21.77843524,"yes","yes","no","no","no",4,5,"6m",1,1,1,1
"m00526","hanoi",0,48,"female","stable",150,60,26.66666667,"yes","yes","yes","no","yes",5,5,"6m",3,3,3,3
"m00527","hanoi",0,45,"female","stable",163,53,19.94805977,"no","no","no","no","yes",3,4,"6m",4,5,5,5
"m00528","hanoi",1,30,"female","stable",163,67,25.21735858,"yes","no","no","no","no",3,5,"6m",5,5,5,5
"m00529","hanoi",1,30,"female","housewife",150,51,22.66666667,"no","no","no","no","no",5,5,"6m",1,1,1,1
"m00530","hanoi",0,25,"male","stable",176,70,22.5981405,"no","yes","no","yes","yes",5,3,"6m",2,2,3,2
"m00531","hanoi",0,24,"female","housewife",158,65,26.03749399,"yes","no","no","no","yes",4,4,"6m",1,1,1,1
"m00532","hanoi",1,29,"female","stable",158,61,24.43518667,"yes","no","no","no","no",3,3,"12m",1,1,1,1
"m00533","hanoi",0,34,"female","housewife",155,45,18.73048907,"no","no","no","no","yes",5,5,"6m",3,2,2,1
"m00534","hanoi",0,37,"female","other",156,50,20.54569362,"yes","no","no","no","yes",5,5,"12m",3,4,4,2
"m00535","hanoi",1,20,"female","student",159,54,21.35991456,"yes","no","no","no","no",3,3,"6m",3,3,3,3
"m00536","hanoi",1,54,"female","stable",162,54,20.57613169,"yes","no","no","no","no",5,5,"6m",1,1,1,1
"m00537","hanoi",1,20,"male","stable",168,52,18.42403628,"yes","no","no","no","no",5,5,"6m",1,1,1,1
"m00538","hanoi",0,27,"male","stable",168,58,20.54988662,"no","no","no","no","yes",5,5,"6m",1,1,1,1
"m00539","hanoi",0,18,"female","student",158,47,18.82711104,"no","yes","yes","yes","yes",5,5,"6m",4,4,4,4
"m00540","hanoi",0,20,"female","student",153,48,20.504934,"yes","no","yes","no","no",4,4,"6m",4,4,4,4
"m00541","hanoi",0,19,"female","student",158,54,21.63114885,"no","yes","yes","no","yes",3,4,"12m",3,3,3,3
"m00542","hanoi",0,19,"female","student",150,43,19.11111111,"yes","no","yes","no","yes",4,3,"6m",4,4,4,3
"m00543","hanoi",0,19,"female","student",160,46,17.96875,"yes","no","no","no","yes",3,2,"g18m",2,1,3,2
"m00544","hanoi",0,20,"female","student",150,40,17.77777778,"no","no","no","no","yes",5,5,"12m",3,2,4,2
"m00545","hanoi",0,19,"male","student",170,47,16.26297578,"yes","yes","yes","no","yes",3,4,"18m",2,3,2,4
"m00546","quangninh",0,19,"female","student",152,46,19.9099723,"yes","no","yes","yes","no",4,2,"12m",4,3,4,4
"m00547","hanoi",0,19,"female","student",161,47,18.13201651,"yes","yes","yes","no","no",2,2,"6m",5,5,4,2
"m00548","thaibinh",1,19,"male","student",165,47,17.26354454,"yes","no","yes","yes","yes",3,4,"6m",3,3,3,3
"m00549","hanoi",0,20,"female","student",155,60,24.97398543,"yes","no","yes","no","yes",4,5,"6m",5,1,3,3
"m00550","hanoi",0,19,"female","student",153,46,19.65056175,"yes","no","yes","no","yes",5,2,"g18m",4,3,4,4
"m00551","hanoi",0,22,"female","student",163,46,17.31341037,"yes","yes","yes","no","no",4,1,"g18m",4,5,5,4
"m00552","hanoi",0,19,"female","student",165,48,17.63085399,"yes","yes","yes","no","no",5,2,"g18m",4,3,4,4
"m00553","hanoi",0,19,"female","student",150,37,16.44444444,"yes","yes","yes","no","no",3,2,"6m",3,1,2,2
"m00554","hanoi",0,19,"female","student",166,56,20.32225287,"yes","yes","no","no","yes",3,5,"6m",4,3,5,3
"m00555","hanoi",0,37,"female","stable",155,50,20.81165453,"yes","no","no","no","yes",2,2,"12m",3,3,3,3
"m00556","hanoi",1,25,"female","stable",157,61,24.74745426,"yes","no","no","no","no",4,2,"12m",2,2,3,3
"m00557","hanoi",1,33,"female","stable",158,43,17.22480372,"no","yes","yes","yes","yes",4,5,"6m",5,5,5,5
"m00558","hanoi",1,25,"female","stable",158,46,18.42653421,"no","no","no","no","yes",3.5,4,"6m",3,4,4,5
"m00559","vinhphuc",0,29,"female","other",148,42,19.17457999,"yes","yes","yes","yes","yes",5,5,"6m",4,4,4,4
"m00560","hanoi",1,26,"female","stable",163,49,18.44254582,"yes","no","no","no","no",3,3,"6m",1,1,1,1
"m00561","ninhbinh",1,26,"female","stable",164,55,20.44913742,"yes","no","no","no","no",3,3,"6m",1,1,1,1
"m00562","hanoi",0,25,"male","stable",159,51,20.17325264,"yes","yes","yes","yes","yes",5,3,"6m",1,1,1,1
"m00563","hanoi",0,23,"female","other",155,55,22.89281998,"no","no","yes","no","no",4,4,"6m",1,1,1,1
"m00564","hanoi",0,24,"female","stable",150,52,23.11111111,"yes","no","no","no","no",4,5,"6m",4,3,5,3
"m00565","hanoi",0,24,"male","stable",168,65,23.03004535,"yes","no","no","no","no",3,3,"6m",3,2,3,3
"m00566","hanoi",0,24,"female","student",157,46,18.66201469,"yes","no","no","no","yes",5,5,"6m",2,2,2,2
"m00567","hanoi",1,26,"female","stable",162,65,24.76756592,"yes","yes","no","no","no",3,3,"12m",1,1,1,1
"m00568","haiduong",0,22,"female","housewife",156,52,21.36752137,"yes","no","no","no","no",5,5,"6m",3,3,3,3
"m00569","hanoi",1,31,"female","stable",162,65,24.76756592,"yes","no","no","no","no",4,5,"6m",4,4,4,4
"m00570","hanoi",0,25,"male","other",160,50,19.53125,"no","no","no","no","yes",5,5,"6m",5,5,5,5
"m00571","hanoi",0,24,"female","stable",155,52,21.64412071,"yes","yes","no","no","yes",5,5,"6m",4,4,4,4
"m00572","hanoi",1,13,"female","student",163,42,15.80789642,"yes","no","no","no","yes",5,5,"6m",5,5,5,5
"m00573","hanoi",1,31,"male","stable",174,68,22.46003435,"no","no","no","no","no",4,5,"12m",2,2,2,2
"m00574","namdinh",1,33,"female","housewife",157,54,21.90758246,"no","no","no","no","no",3,3,"6m",4,3,4,3
"m00575","hanoi",1,27,"female","stable",158,52,20.82999519,"no","no","no","no","no",3,3,"6m",3,3,3,3
"m00576","hanoi",0,31,"male","other",165,60,22.03856749,"no","no","no","no","no",3,4,"12m",5,5,5,5
"m00577","hanoi",0,22,"male","student",175,70,22.85714286,"yes","yes","yes","yes","yes",2,2,"6m",1,1,1,1
"m00578","hanoi",0,27,"female","housewife",155,47,19.56295525,"no","yes","yes","yes","yes",4,2,"6m",3,3,4,3
"m00579","hanoi",1,28,"male","stable",170,68,23.52941176,"no","yes","yes","no","no",3,2,"6m",3,2,4,4
"m00580","hanoi",0,52,"female","other",152,49,21.20844875,"no","yes","yes","no","no",3,2,"6m",4,4,3,4
"m00581","hanoi",0,22,"male","student",170,62,21.4532872,"no","yes","yes","yes","yes",2,2,"6m",3,3,3,3
"m00582","hanoi",1,31,"female","stable",153,49,20.93212012,"yes","no","no","no","no",5,5,"6m",1,1,1,1
"m00583","hanoi",0,26,"female","stable",159,43,17.00882085,"no","no","no","no","yes",5,5,"6m",5,5,5,5
"m00584","hanoi",1,29,"female","stable",157,55,22.31327843,"yes","yes","no","no","no",4,3,"12m",3,3,4,5
"m00585","hanoi",0,26,"female","stable",160,49,19.140625,"no","yes","no","yes","yes",4,2,"12m",4,3,4,3
"m00586","hanoi",1,36,"female","stable",155,45,18.73048907,"yes","no","no","no","no",2,2,"6m",3,3,3,3
"m00587","hanoi",1,32,"female","stable",156,43,17.66929652,"yes","no","no","no","no",2,3,"12m",2,2,2,3
"m00588","hanoi",0,33,"female","stable",159,54,21.35991456,"yes","yes","no","no","no",5,5,"6m",1,1,1,1
"m00589","thainguyen",1,25,"male","other",170,70,24.22145329,"no","no","no","no","no",3,3,"6m",3,3,3,3
"m00590","hanoi",1,56,"female","housewife",155,56,23.30905307,"yes","yes","no","no","no",4,3,"6m",2,3,3,2
"m00591","hanoi",0,26,"male","stable",165,63,23.14049587,"no","no","no","no","no",3,3,"6m",2,1,3,2
"m00592","hanoi",0,40,"female","housewife",155,44,18.31425598,"no","yes","yes","yes","yes",3,2,"6m",4,4,4,3
"m00593","hanoi",0,23,"female","stable",166,54,19.59645812,"no","yes","yes","no","yes",4,5,"6m",3,4,4,3
"m00594","hanoi",1,25,"female","stable",158,52,20.82999519,"yes","yes","yes","yes","yes",3,4,"6m",3,4,4,3
"m00595","hanoi",1,27,"male","stable",171,70,23.93898977,"yes","no","no","no","no",5,5,"6m",4,3,3,3
"m00596","hanoi",0,27,"male","stable",170,60,20.76124567,"yes","yes","no","yes","yes",3,2.5,"6m",1,1,1,1
"m00597","hanoi",1,24,"female","housewife",155,58,24.14151925,"yes","no","no","no","no",3,2,"6m",3,2,2,3
"m00598","hanoi",1,27,"female","stable",160,49,19.140625,"yes","yes","yes","yes","yes",4.5,4,"6m",1,1,1,1
"m00599","hanoi",1,28,"female","stable",162,51,19.43301326,"yes","no","no","no","no",5,5,"6m",4,4,4,4
"m00600","hanoi",0,31,"male","stable",165,59,21.67125803,"yes","no","no","no","yes",3,3,"6m",1,1,1,1
"m00601","hanoi",0,33,"male","stable",172,70,23.66143862,"yes","no","no","no","yes",2,2,"6m",2,2,2,2
"m00602","hanoi",0,33,"female","stable",174,62,20.47826661,"no","no","no","no","yes",3,3,"12m",1,1,1,1
"m00603","hanoi",0,28,"female","stable",163,52,19.57168128,"yes","no","no","no","yes",5,5,"12m",1,1,1,1
"m00604","hanoi",1,29,"female","stable",160,45,17.578125,"yes","no","no","no","no",4,4,"12m",1,1,1,1
"m00605","hanoi",0,29,"male","stable",168,70,24.8015873,"yes","no","no","no","yes",3,3,"6m",1,1,1,1
"m00606","hanoi",0,24,"female","student",150,53,23.55555556,"yes","yes","yes","yes","yes",3,3,"6m",1,1,1,1
"m00607","hanoi",1,29,"female","housewife",150,50,22.22222222,"no","no","no","no","no",5,5,"6m",2,2,1,1
"m00608","hanoi",1,26,"female","stable",167,52,18.64534404,"yes","yes","no","no","no",4,4,"6m",3,2,3,3
"m00609","hanoi",0,23,"female","stable",155,47,19.56295525,"yes","yes","yes","no","yes",3,3,"12m",1,1,1,1
"m00610","hanoi",0,26,"female","housewife",163,54,20.32443826,"no","yes","no","no","no",4,5,"6m",1,1,1,1
"m00611","hanoi",0,26,"female","housewife",157,44,17.85062274,"no","yes","no","no","no",3,3,"12m",1,1,1,1
"m00612","hanoi",0,70,"male","retirer",162,49,18.67093431,"yes","no","no","no","yes",3,3,"6m",4,4,4,4
"m00613","hanoi",0,33,"male","other",171,82,28.04281659,"yes","yes","no","yes","no",4,4,"6m",2,4,4,1
"m00614","hanoi",0,20,"male","stable",168,62,21.96712018,"no","yes","yes","yes","yes",5,5,"6m",1,1,1,1
"m00615","hanoi",1,35,"male","stable",165,70,25.71166208,"yes","no","no","yes","no",5,4,"6m",2,2,2,1
"m00616","hanoi",0,23,"female","stable",160,46,17.96875,"yes","yes","no","no","no",3,3,"6m",1,1,1,1
"m00617","hanoi",0,21,"female","student",163,48,18.06616734,"yes","no","no","no","yes",2,2,"6m",2,2,2,2
"m00618","hanoi",0,31,"male","stable",170,68,23.52941176,"no","yes","yes","yes","yes",3,3,"6m",3,2,4,2
"m00619","hanoi",1,43,"female","stable",153,53,22.64086462,"no","yes","no","no","no",5,5,"6m",5,4,4,4
"m00620","hanoi",1,29,"female","stable",156,48,19.72386588,"yes","no","no","no","no",3,5,"6m",1,1,1,1
"m00621","hanoi",1,25,"female","stable",163,48,18.06616734,"no","no","no","no","no",4,3,"12m",3,3,3,3
"m00622","hanoi",1,35,"female","stable",159,50,19.77769867,"yes","no","no","no","no",3.5,3,"6m",3.5,3.5,3.5,3.5
"m00623","hanoi",0,34,"male","other",168,50,17.7154195,"yes","no","no","no","no",3,3,"6m",3,3,3,3
"m00624","hanoi",1,30,"male","stable",175,80,26.12244898,"yes","no","no","no","no",4,4,"6m",3,3,2,1
"m00625","hanoi",1,26,"male","other",166,62,22.4996371,"no","no","no","no","no",4,4,"6m",2,2,2,2
"m00626","hanoi",1,22,"female","stable",172,55,18.59113034,"yes","yes","no","no","no",5,5,"6m",4,4,4,4
"m00627","hanoi",1,20,"female","other",163,55,20.70081674,"no","yes","no","no","no",3,3,"6m",4,4,4,4
"m00628","hanoi",1,48,"male","stable",163,71,26.72287252,"yes","no","no","no","no",4,5,"6m",3,3,4,3
"m00629","hanoi",1,24,"female","housewife",152,48,20.77562327,"yes","no","no","no","no",4,4,"6m",3,4,5,5
"m00630","hanoi",1,23,"female","stable",158,52,20.82999519,"no","no","no","no","yes",3,5,"6m",3,2,3,3
"m00631","hanoi",0,29,"male","other",176,70,22.5981405,"no","no","no","no","yes",5,5,"6m",2,2,2,2
"m00632","hanoi",1,27,"female","stable",156,49,20.13477975,"no","no","no","no","no",5,5,"6m",3,2,3,2
"m00633","hanoi",0,22,"female","other",168,50,17.7154195,"yes","no","no","no","no",3,3,"6m",2,2,3,1
"m00634","hanoi",1,29,"female","stable",171,75,25.64891762,"no","yes","no","no","yes",5,5,"12m",4,3,3,4
"m00635","hanoi",1,33,"male","stable",159,62,24.52434635,"no","no","no","no","no",5,5,"6m",2,2,2,2
"m00636","hanoi",1,45,"female","other",155,55,22.89281998,"no","no","no","no","no",4,5,"6m",1,1,1,1
"m00637","hanoi",1,31,"male","stable",169,60,21.0076678,"yes","no","no","no","no",3,3,"6m",4,4,4,4
"m00638","hanoi",0,34,"female","stable",148,50,22.82688093,"yes","no","no","no","yes",5,5,"12m",1,1,1,1
"m00639","hanoi",1,27,"male","stable",178,65,20.51508648,"yes","no","no","no","no",4,5,"6m",1,1,1,1
"m00640","hanoi",1,25,"female","stable",150,42,18.66666667,"yes","yes","no","no","no",3,2.5,"6m",3,2.5,2,2.5
"m00641","hanoi",0,30,"male","stable",168,53,18.77834467,"yes","no","no","no","yes",2,1,"6m",3,3,3,3
"m00642","hanoi",0,29,"male","stable",160,60,23.4375,"yes","yes","no","no","no",5,5,"6m",5,3,5,5
"m00643","hanoi",0,24,"female","stable",160,47,18.359375,"yes","yes","yes","yes","yes",5,5,"6m",5,4,2,1
"m00644","hanoi",0,26,"male","other",160,50,19.53125,"no","no","no","no","yes",5,5,"6m",2,4,5,3
"m00645","hanoi",1,35,"female","stable",168,64,22.67573696,"no","no","no","no","no",5,5,"12m",1,1,1,1
"m00646","hanoi",1,26,"female","stable",150,47,20.88888889,"yes","no","no","no","no",5,5,"6m",3,3,3,3
"m00647","hanoi",1,18,"female","other",165,46,16.89623508,"no","no","no","no","yes",5,5,"6m",1,1,1,1
"m00648","hanoi",1,28,"female","stable",158,43,17.22480372,"yes","no","no","no","no",5,5,"6m",5,5,5,5
"m00649","hanoi",1,37,"female","other",160,56,21.875,"no","no","no","no","no",4,4,"6m",3,2,4,3
"m00650","hanoi",1,21,"female","other",170,70,24.22145329,"no","no","no","no","no",3,3,"6m",4,3,3,3
"m00651","hanoi",1,24,"female","stable",155,62,25.80645161,"yes","no","no","no","yes",4,4,"6m",3,3,3,3
"m00652","hanoi",0,28,"female","stable",162,53,20.19509221,"yes","yes","no","no","yes",3,3,"6m",4,4,4,4
"m00653","hanoi",0,26,"male","stable",173,56,18.71094925,"yes","no","no","no","yes",5,5,"6m",4,4,4,4
"m00654","hanoi",1,51,"male","retirer",170,73,25.25951557,"yes","yes","no","no","no",4,4,"6m",3,1,3,3
"m00655","hanoi",0,30,"female","stable",154,50,21.08281329,"yes","no","no","no","no",4,3,"6m",2,2,2,2
"m00656","hanoi",1,25,"female","stable",162,60,22.86236854,"yes","no","no","no","no",4,4,"6m",3,2,2,1
"m00657","hanoi",0,29,"female","stable",161,54,20.83252961,"no","no","no","no","yes",5,5,"6m",5,5,5,5
"m00658","hanoi",0,46,"female","stable",160,48,18.75,"yes","yes","no","no","yes",5,5,"6m",3,3,3,3
"m00659","hanoi",1,38,"female","stable",160,60,23.4375,"yes","no","no","no","no",4,1,"6m",2,2,2,2
"m00660","hanoi",1,30,"female","stable",155,50,20.81165453,"yes","no","no","no","no",5,5,"6m",2,2,2,2
"m00661","hanoi",0,24,"male","stable",166,55,19.95935549,"no","yes","yes","no","yes",5,5,"6m",3,3,3,3
"m00662","hanoi",1,29,"female","stable",153,55,23.49523687,"yes","yes","yes","no","no",2,3,"6m",3,2,2,2
"m00663","hanoi",0,26,"female","housewife",160,49,19.140625,"no","yes","no","no","no",5,5,"12m",3,3,5,2
"m00664","hanoi",1,57,"female","retirer",155,64,26.63891779,"no","yes","no","no","no",4,3,"6m",2,2,2,2
"m00665","hanoi",1,32,"female","stable",152,45,19.47714681,"no","yes","no","no","yes",3,3,"6m",1,1,1,1
"m00666","hanoi",1,22,"female","student",163,51,19.1953028,"no","no","no","no","no",4,5,"12m",3,3,4,4
"m00667","hanoi",1,30,"male","other",170,65,22.49134948,"no","no","no","no","no",4,5,"6m",1,1,1,1
"m00668","hanoi",0,32,"male","stable",170,70,24.22145329,"yes","no","no","no","yes",2,1,"6m",3,3,4,3
"m00669","hanoi",1,33,"male","stable",175,77,25.14285714,"yes","yes","no","no","yes",4,4,"6m",5,5,5,4
"m00670","hanoi",0,18,"female","student",157,49,19.8791026,"yes","no","no","no","yes",3,3,"6m",2,1,4,2
"m00671","hanoi",1,34,"female","other",150,48,21.33333333,"yes","no","no","no","no",4,4,"6m",3,4,4,5
"m00672","hanoi",0,35,"male","stable",165,55,20.2020202,"no","yes","yes","yes","yes",5,5,"6m",3,3,3,3
"m00673","hanoi",1,25,"female","stable",152,62,26.83518006,"yes","no","no","no","no",5,5,"6m",4,5,5,5
"m00674","hanoi",0,23,"female","housewife",150,55,24.44444444,"no","no","no","no","yes",5,5,"6m",5,1,5,4
"m00675","hanoi",0,30,"female","stable",156,57,23.42209073,"yes","yes","yes","yes","no",5,5,"12m",3,2,2,1
"m00676","hanoi",0,42,"male","stable",167,64,22.94811574,"yes","yes","no","no","no",3,3,"12m",3,3,4,4
"m00677","hanoi",1,28,"male","other",167,65,23.30668005,"yes","no","no","no","no",4,4,"6m",3,3,3,3
"m00678","hanoi",0,35,"female","stable",163,50,18.81892431,"yes","no","no","no","yes",5,5,"6m",3,3,3,3
"m00679","hanoi",1,27,"male","stable",170,61,21.10726644,"yes","no","no","no","no",4,4,"12m",2,2,2,2
"m00680","hanoi",0,26,"female","stable",153,45,19.22337562,"yes","yes","no","no","no",5,5,"6m",4,4,4,4
"m00681","hanoi",1,31,"female","stable",162,48,18.28989483,"yes","no","no","no","no",4,4,"6m",3,2,4,3
"m00682","hanoi",1,32,"female","stable",174,75,24.77209671,"yes","no","no","no","no",4,4,"6m",5,5,5,5
"m00683","hanoi",0,24,"female","housewife",157,48,19.47340663,"yes","no","no","yes","yes",5,5,"6m",2,2,3,3
"m00684","hanoi",0,33,"male","stable",168,72,25.51020408,"no","yes","no","no","yes",5,5,"6m",4,4,4,4
"m00685","hanoi",0,29,"female","stable",167,63,22.58955144,"no","yes","no","no","yes",5,5,"6m",5,2.5,3,3
"m00686","hanoi",0,28,"female","stable",153,46,19.65056175,"yes","yes","no","no","no",5,5,"6m",4,4,4,4
"m00687","hanoi",0,39,"male","stable",163,72,27.09925101,"yes","no","no","no","yes",5,5,"6m",3,4,4,3
"m00688","hanoi",1,28,"male","stable",168,50,17.7154195,"yes","no","no","no","no",3,3,"6m",3,3,3,3
"m00689","hanoi",1,29,"female","stable",163,59,22.20633069,"yes","no","no","no","no",4,4,"6m",3,3,3,3
"m00690","hanoi",0,27,"female","stable",158,51,20.42941836,"no","no","no","no","no",5,5,"6m",3,3,3,3
"m00691","hanoi",1,25,"female","stable",159,45,17.7999288,"yes","no","no","no","yes",3.5,4,"6m",3,3,3,3
"m00692","hanoi",1,31,"female","stable",162,54,20.57613169,"yes","no","no","no","no",5,4,"12m",3,3,3,3
"m00693","hanoi",0,22,"female","stable",168,62,21.96712018,"no","yes","yes","no","yes",5,5,"12m",3,2,4,4
"m00694","hanoi",0,35,"male","other",169,65,22.75830678,"yes","no","no","no","yes",5,5,"12m",3,2,2,3
"m00695","hanoi",0,26,"female","other",166,53,19.23356075,"no","yes","no","no","yes",5,5,"6m",3,2,3,3
"m00696","hanoi",0,30,"male","stable",175,56,18.28571429,"yes","yes","no","no","no",5,5,"12m",2,2,2,2
"m00697","hanoi",0,24,"female","other",155,64,26.63891779,"yes","yes","yes","no","yes",5,5,"6m",5,5,5,5
"m00698","hanoi",0,28,"female","other",163,65,24.4646016,"yes","no","no","no","yes",5,5,"6m",3,3,3,3
"m00699","hanoi",1,24,"female","other",162,53,20.19509221,"no","yes","no","no","no",4,4,"6m",3,3,3,3
"m00700","hanoi",1,28,"female","stable",160,65,25.390625,"yes","yes","no","no","no",5,5,"6m",3,3,3,3
"m00701","hanoi",1,29,"female","stable",162,65,24.76756592,"yes","yes","no","no","yes",3,3,"6m",3,2,3,3
"m00702","hanoi",1,53,"female","other",156,44,18.08021039,"yes","yes","no","no","no",5,5,"6m",3,3,3,3
"m00703","hanoi",1,32,"female","stable",163,50,18.81892431,"yes","yes","no","no","yes",3,3,"6m",1,1,1,1
"m00704","hanoi",0,24,"female","stable",155,46,19.14672216,"no","no","no","no","yes",5,5,"6m",5,5,5,5
"m00705","hanoi",0,24,"female","stable",163,68,25.59373706,"yes","yes","no","no","no",5,5,"6m",2,2,2,2
"m00706","hanoi",0,33,"female","stable",155,57,23.72528616,"yes","yes","no","no","no",5,5,"6m",3,3,3,3
"m00707","hanoi",0,32,"female","stable",160,55,21.484375,"yes","yes","no","no","yes",3,2,"6m",5,2,5,3
